uni_id,name_ar,name_en,country,city,type,website,admissions_url,programs_url,ranking_source,ranking_value,accreditation_notes,scholarship,sch_notes,sch_url
om_acm,كلية الإدارة والعلوم عُمان,Oman College of Management and Technology,Oman,Barka,Private,https://www.ocmt.edu.om,https://www.ocmt.edu.om/admissions,https://www.ocmt.edu.om/programs,,,MoHE Oman,Unknown,,
om_mu,جامعة مسقط,Muscat University,Oman,Muscat,Private,https://www.muscatuniversity.edu.om,https://www.muscatuniversity.edu.om/admissions,https://www.muscatuniversity.edu.om/programs,,,MoHE Oman,Unknown,,
om_au,جامعة أعلى,A'Sharqiyah University,Oman,Ibra,Private,https://www.asu.edu.om,https://www.asu.edu.om/admissions,https://www.asu.edu.om/programs,,,MoHE Oman,Local,,
om_bau,جامعة البريمي,Buraimi University College,Oman,Al Buraimi,Private,https://www.buc.edu.om,https://www.buc.edu.om/admissions,https://www.buc.edu.om/programs,,,MoHE Oman,Unknown,,
om_ibu,جامعة إبراء,Ibra College of Technology,Oman,Ibra,Public,https://www.ict.edu.om,https://www.ict.edu.om/admissions,https://www.ict.edu.om/programs,,,MoHE Oman,Local,,
om_sohar,جامعة صحار,Sohar University,Oman,Sohar,Private,https://www.soharuni.edu.om,https://www.soharuni.edu.om/admissions,https://www.soharuni.edu.om/programs,,,MoHE Oman,Local,,
om_mec,كلية الشرق الأوسط,Middle East College,Oman,Muscat,Private,https://www.mec.edu.om,https://www.mec.edu.om/admissions,https://www.mec.edu.om/programs,,,MoHE Oman,Local,,
om_oman_med,جامعة عُمان الطبية,Oman Medical College,Oman,Muscat,Private,https://www.omc.edu.om,https://www.omc.edu.om/admissions,https://www.omc.edu.om/programs,,,MoHE Oman,Unknown,,
bh_ahlia,جامعة أهلية البحرين,Ahlia University,Bahrain,Manama,Private,https://www.ahlia.edu.bh,https://www.ahlia.edu.bh/admissions,https://www.ahlia.edu.bh/academics,QS,,HEC Bahrain,Local,منح جزئية للمتميزين,
bh_bue,جامعة البريطانية بالبحرين,British University of Bahrain,Bahrain,Manama,Private,https://www.bub.edu.bh,https://www.bub.edu.bh/admissions,https://www.bub.edu.bh/programs,,,HEC Bahrain,Unknown,,
bh_universite,جامعة العلوم التطبيقية,University of Applied Sciences Bahrain,Bahrain,Manama,Private,https://www.aub.edu.bh,https://www.aub.edu.bh/admissions,https://www.aub.edu.bh/academics,,,HEC Bahrain,Unknown,,
bh_dlsu,مؤسسة لندن للأعمال والعلوم,London Business School Bahrain,Bahrain,Manama,Private,https://www.lbs.edu,https://www.lbs.edu/admissions,https://www.lbs.edu/programs,,,HEC Bahrain,Unknown,,
bh_du,جامعة الخليج,Gulf University Bahrain,Bahrain,Sanad,Private,https://www.gulfuniversity.edu.bh,https://www.gulfuniversity.edu.bh/admissions,https://www.gulfuniversity.edu.bh/programs,,,HEC Bahrain,Unknown,,
bh_ois,المعهد العالي للتعليم,Bahrain Institute of Banking and Finance,Bahrain,Manama,Private,https://www.bibf.com,https://www.bibf.com/admissions,https://www.bibf.com/programs,,,HEC Bahrain,Unknown,,
bh_new_grad,جامعة البحرين التقنية,Bahrain Polytechnic,Bahrain,Isa Town,Public,https://www.polytechnic.bh,https://www.polytechnic.bh/admissions,https://www.polytechnic.bh/programs,,,HEC Bahrain,Local,منح للمواطنين البحرينيين,https://www.polytechnic.bh
bh_med,كلية الطب الملكي في آيرلندا بالبحرين,Royal College of Surgeons in Ireland – Bahrain,Bahrain,Busaiteen,Private,https://www.rcsi.com/bahrain,https://www.rcsi.com/bahrain/admissions,https://www.rcsi.com/bahrain/study,,,HEC Bahrain,International,منح جزئية للمتميزين,
bh_oman_ks,كلية الخليج للتقنية بالبحرين,Gulf College Bahrain,Bahrain,Manama,Private,https://www.gulfcollege.edu.bh,https://www.gulfcollege.edu.bh/admissions,https://www.gulfcollege.edu.bh/programs,,,HEC Bahrain,Unknown,,
bh_mmu,جامعة مانشستر ميتروبوليتان البحرين,Manchester Metropolitan University Bahrain,Bahrain,Manama,Private,https://www.mmu.ac.uk/bahrain,https://www.mmu.ac.uk/bahrain/admissions,https://www.mmu.ac.uk/bahrain/courses,,,HEC Bahrain,International,,
